,press_date,press_name,ranking,title
228,2024. 9. 16. 월,한겨레,1,“윤 대통령 선물세트 팝니다”…중고거래 ‘명절테크’ 성행
229,2024. 9. 16. 월,한겨레,2,"김건희, 추석 연휴에도 공개 행보…민주 “가야할 곳은 특검 조사실”"
230,2024. 9. 16. 월,한겨레,3,추석 연휴 월요일도 ‘체감 35도’ 찜통…오전부터 천둥 동반 빗줄기
231,2024. 9. 16. 월,한겨레,4,"“내 피땀 눈물”…외국인 유튜버, 서울 전시 ‘낙서 테러’에 분노"
232,2024. 9. 16. 월,한겨레,5,김포서 ‘1m 도마뱀’ 3시간 탈출 소동…“피해는 없어”
233,2024. 9. 16. 월,한겨레,6,‘국회 무시’ 윤 대통령…박정희·전두환도 의식은 했었다
234,2024. 9. 16. 월,한겨레,7,"이재명, 조계종 찾아 “의료대란 중재, 종교계 나서달라”"
235,2024. 9. 16. 월,한겨레,8,김포 아파트서 1m 도마뱀 탈출…“발견 즉시 119 신고”
236,2024. 9. 16. 월,한겨레,9,"한국 프로야구, 사상 첫 ‘천만 관중’ 시대 열었다"
237,2024. 9. 16. 월,한겨레,10,찜통 같은 추석 연휴…‘체감 33도’ 서울 폭염주의보
